section_id,section_name,category_id,category_name,item_id,item_name
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52529,Feldspar
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52514,Slate
15,Metals,1580,Tin; articles thereof,158002,Scrap Tin
1,Animal Products,105,Other Animal Products,10505,Bird Feathers and Skins
17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",178605,Railway Passenger Cars
5,Mineral Products,526,"Ores, slag and ash",52614,Titanium Ore
11,Textiles,1150,Silk,115001,Silk-worm Cocoons
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158106,Bismuth
15,Metals,1575,Nickel and articles thereof,157503,Scrap Nickel
1,Animal Products,105,Other Animal Products,10510,Pharmaceutical Animal Products
2,Vegetable Products,214,Vegetable plaiting materials; vegetable products not elsewhere specified or included,21403,Vegetable material for brooms and brushes
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52527,"Natural cryolite, natural chiolite"
5,Mineral Products,526,"Ores, slag and ash",52603,Copper Ore
5,Mineral Products,526,"Ores, slag and ash",52611,Tungsten Ore
8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,84301,Raw Furskins
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115108,Non-Retail Animal Hair Yarn
15,Metals,1580,Tin; articles thereof,158005,Tin Foil
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168449,Felt Machinery
5,Mineral Products,526,"Ores, slag and ash",52604,Nickel Ore
5,Mineral Products,526,"Ores, slag and ash",52608,Zinc Ore
5,Mineral Products,526,"Ores, slag and ash",52605,Cobalt Ore
5,Mineral Products,526,"Ores, slag and ash",52612,Uranium and Thorium Ore
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115104,Garnetted Wool or Animal Hair
8,Animal Hides,841,Raw leather from different animals,84106,Tanned Goat Hides
1,Animal Products,105,Other Animal Products,10503,Horsehair Waste
2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21203,Copra
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115110,Horsehair Yarn
5,Mineral Products,526,"Ores, slag and ash",52609,Tin Ores
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52716,Electricity
